Applicant_ID,Name,Age,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Creditworthy
816,Anna Estes,29,81532.54,352,23881.18,36,Self-Employed,1
817,Tamara Riddle,36,70116.23,420,45434.39,24,Employed,1
818,Beth Cline,18,56691.41,810,29457.55,12,Self-Employed,1
819,Michael Poole,33,37349.91,787,25418.23,48,Employed,0
820,Megan Burns,33,90573.43,584,32889.47,60,Employed,0
821,Debra Perry,29,31860.49,657,6652.45,12,Self-Employed,1
822,Mark Beard,39,93630.78,350,9899.94,24,Employed,1
823,Jose Ramirez,57,72873.97,481,48483.2,60,Unemployed,0
824,Jackie Clements,23,81480.96,630,21585.62,48,Employed,1
825,Aaron Schroeder,53,25194.07,782,11054.56,36,Unemployed,1
826,Monica Ellis,51,36787.63,514,32542.42,12,Self-Employed,0
827,Heather Brown,48,77925.93,594,24217.41,36,Unemployed,1
828,Claudia Jordan,26,69143.2,808,28386.76,48,Unemployed,0
829,Derrick Clayton,57,38617.73,597,49066.59,12,Employed,0
830,Kenneth Knight,47,70036.86,420,38186.08,24,Self-Employed,1
831,Mr. Michael Williams,44,23639.38,658,30218.7,24,Employed,0
832,Richard Stevens,62,42530.14,369,18849.76,60,Self-Employed,1
833,Scott Alexander,18,29106.94,641,20361.27,60,Self-Employed,0
834,Tyler Harris,29,35521.25,646,46502.59,48,Unemployed,0
835,Bonnie Santos,59,30860.31,459,33224.02,60,Unemployed,1
836,Timothy Hill,44,94223.2,357,42579.76,36,Self-Employed,1
837,Danielle Watson,53,62870.84,513,30982.89,36,Unemployed,0
838,Carol Sanders,27,42436.8,331,20261.86,48,Self-Employed,0
839,Michael Young,54,68455.13,491,31783.63,36,Self-Employed,1
840,Michele Smith,63,22530.26,723,8905.9,24,Unemployed,1
841,Casey Perez,37,37291.19,609,12875.57,36,Employed,0
842,Alexandra Dominguez,23,55501.93,325,40956.14,60,Employed,0
843,Virginia Henderson,39,93890.94,836,18966.14,36,Employed,0
844,Benjamin Reyes,51,74137.38,435,14233.42,12,Unemployed,1
845,Ashley Edwards,63,89184.82,418,5184.94,12,Self-Employed,0
846,Breanna Ayala,39,57350.07,347,9639.63,36,Employed,1
847,Brandi Haney,58,91370.85,628,14025.0,36,Unemployed,1
848,Joseph Smith,46,73689.92,579,11719.43,36,Employed,0
849,Jessica Bowen,57,64770.06,404,14295.98,36,Self-Employed,1
850,Brittany Jenkins,35,31324.55,590,30833.73,24,Employed,1
851,Shannon Miller,57,91379.45,754,7282.68,12,Unemployed,0
852,Paul Lawrence,24,50687.97,388,24190.96,24,Self-Employed,1
853,Victor Edwards,57,48449.95,640,41784.89,60,Employed,1
854,Donald Miller,54,30543.62,779,9376.83,36,Self-Employed,1
855,Lindsay Lawson,48,38535.54,529,11467.48,60,Unemployed,1
856,Melissa Abbott,43,34668.25,638,40495.04,36,Unemployed,1
857,Elizabeth Holmes,19,25229.22,415,20814.84,48,Employed,1
858,Nicole Phillips,40,68355.22,430,27857.73,48,Self-Employed,0
859,Steven Blevins,38,64491.99,372,40659.39,60,Unemployed,1
860,Brian Porter MD,55,53075.35,549,29657.71,48,Unemployed,0
861,Vanessa Hatfield,39,36659.05,741,40294.13,48,Self-Employed,1
862,Bonnie Valencia,52,75530.65,477,34817.55,12,Self-Employed,1
863,Holly Vega,25,67373.05,774,19642.01,12,Unemployed,0
864,Tiffany Townsend,37,96470.68,371,31921.66,60,Unemployed,1
865,Austin Baker,49,71599.13,362,9073.99,24,Self-Employed,0
866,Antonio Mccormick,27,72870.51,763,28906.51,48,Self-Employed,1
867,Lori Mason,30,36452.93,624,18488.09,36,Unemployed,1
868,Michael Miller,23,66618.16,822,23188.88,24,Unemployed,0
869,Lisa Ramirez,41,92086.06,354,5037.95,60,Unemployed,0
870,Jorge Harris,36,89254.37,540,24427.2,60,Unemployed,1
871,Kimberly Myers,63,50623.17,690,24583.55,24,Self-Employed,0
872,Sandra Becker,48,31125.51,693,42949.75,36,Unemployed,0
873,Michael Blair,36,99796.48,428,11042.49,12,Self-Employed,0
874,Amy Miller,27,77707.14,798,34606.7,24,Employed,0
875,Jesse Lynch,59,84475.33,766,45211.21,60,Unemployed,0
876,Patrick Yang,47,60753.19,760,22312.16,24,Employed,1
877,Michael Miles,56,20594.4,810,43106.17,24,Self-Employed,1
878,Troy Mills,44,94125.16,675,6505.78,12,Self-Employed,1
879,Michelle Jackson,63,49486.29,793,48278.2,12,Employed,1
880,Richard Adams,47,61355.96,835,45046.2,12,Employed,1
881,Patricia Johnson,58,79334.89,379,35783.33,60,Self-Employed,1
882,Denise Brown,57,24221.94,651,29076.5,12,Unemployed,1
883,Laura Jones,50,92484.41,639,23945.72,36,Unemployed,0
884,Ian Porter,20,75604.09,611,37713.73,60,Unemployed,0
885,Holly Scott,58,57852.84,473,30778.7,36,Self-Employed,0
886,Kenneth Sharp,36,58780.82,429,27751.82,36,Unemployed,0
887,Jordan Williams,57,42477.75,563,5639.14,12,Self-Employed,0
888,Dana Ruiz,55,79117.38,757,21639.51,24,Unemployed,0
889,Chris Velazquez,49,34464.74,840,43790.65,36,Employed,0
890,Kristen Sloan,56,94715.35,457,42692.64,48,Unemployed,0
891,Jennifer Morris,60,55214.8,471,14488.55,36,Employed,1
892,Nathan Nelson,25,24201.86,775,22943.52,36,Unemployed,0
893,Jake Shaw,42,74680.8,699,26356.53,24,Self-Employed,1
894,Cassie Brock,18,43103.38,759,22190.18,36,Self-Employed,0
895,Dr. Andrea Marshall,24,93416.97,662,48028.26,48,Self-Employed,1
896,Ryan Murphy,39,41626.09,400,16490.48,60,Unemployed,1
897,Aimee Gonzalez,61,79927.27,499,28397.85,24,Unemployed,0
898,Elizabeth Dean,61,20678.09,369,5538.26,12,Self-Employed,0
899,Kevin Snyder,61,55675.38,524,37636.28,36,Employed,0
900,Christie Mccullough,19,69551.78,358,47232.75,24,Self-Employed,0
901,Danielle Smith,63,96623.63,388,43539.84,24,Unemployed,0
902,David Reed,25,75652.29,559,18255.59,12,Self-Employed,1
903,Sherry Tapia,35,81548.73,631,16580.15,12,Unemployed,0
904,Matthew Sweeney,42,51087.23,361,16620.74,36,Employed,1
905,Ashley Moreno,22,59337.74,505,32463.58,24,Self-Employed,1
906,Johnathan Brown,24,31509.81,741,14827.39,12,Unemployed,1
907,Michelle Davis DVM,24,22788.87,372,30710.51,36,Unemployed,0
908,Kelly Haynes,49,31908.34,300,46980.22,48,Unemployed,0
909,William Miller,62,46386.47,700,30858.81,60,Self-Employed,1
910,Casey Wilkins,48,54884.61,371,29305.79,12,Unemployed,1
911,Keith Graham,25,65379.51,667,20004.79,36,Unemployed,0
912,Cynthia Green,58,99761.26,392,21440.99,36,Employed,1
913,Robert Haynes,36,71823.41,480,29951.4,48,Self-Employed,0
914,Emily Nelson,37,75670.58,409,33377.77,36,Unemployed,0
915,Dale Chan,58,55038.7,494,11297.43,24,Employed,0
916,Brittney Martin,49,51101.4,615,27485.79,48,Employed,0
917,Jason Herrera,39,24484.36,343,23247.85,24,Self-Employed,1
918,Christine Parker,61,89616.0,849,11702.91,60,Employed,0
919,Bryan Moore,20,78836.78,800,34422.42,48,Self-Employed,0
920,Samantha Terry,33,76103.74,433,5646.43,12,Unemployed,0
921,Russell Murphy,47,68898.07,365,41801.01,12,Employed,1
922,David Kelly,56,83934.02,525,7839.96,24,Unemployed,1
923,Megan Green,65,74271.83,632,10436.11,60,Self-Employed,0
924,Amanda Sullivan MD,38,86914.17,518,39390.25,60,Employed,1
925,Danielle Murray,22,29659.64,444,39089.75,24,Self-Employed,1
926,Brenda Smith,53,33200.49,549,46655.4,12,Employed,0
927,Vickie Anderson,58,68995.32,461,5703.36,48,Employed,0
928,Jacqueline Mccoy,18,34353.03,391,36803.36,60,Unemployed,1
929,Lauren Green,62,84592.94,787,36156.12,24,Employed,1
930,Alison Brown,51,56033.53,544,47214.03,60,Self-Employed,0
931,Jill Anderson,56,34400.04,811,32542.24,12,Self-Employed,1
932,Sandra Rivera,40,53502.87,541,13635.63,60,Employed,1
933,Joel Jackson,52,60603.26,775,39664.91,24,Unemployed,0
934,Samantha Foster,30,29014.33,452,35835.97,48,Unemployed,0
935,Michael Thompson,28,73611.41,344,7431.24,36,Unemployed,0
936,Cody Ramirez,45,40110.54,764,6949.29,12,Self-Employed,0
937,Amanda Harvey,28,82839.36,796,28170.67,12,Employed,1
938,Edward Jenkins,55,66380.94,729,13943.81,36,Employed,0
939,Amy Ramirez,38,38222.57,542,38198.65,24,Unemployed,0
940,Curtis Wilkerson,22,57679.22,796,7445.27,48,Employed,0
941,Lydia Pham,57,56399.27,696,21806.83,48,Self-Employed,0
942,Virginia Casey,58,48687.21,576,14099.49,24,Employed,0
943,Joshua Washington,35,30920.12,776,25636.05,24,Unemployed,0
944,Kathryn Price,36,68290.88,474,31015.47,60,Employed,0
945,Francis Robinson,44,88557.9,800,43798.96,24,Self-Employed,1
946,Paula Brown,47,42333.67,738,38128.05,24,Employed,1
947,Kendra Wang DVM,45,66357.36,452,46118.96,12,Unemployed,0
948,Ariel Sandoval,20,99301.88,816,6512.92,60,Unemployed,1
949,Robert Stark,62,85703.31,763,27287.83,12,Self-Employed,0
950,Zachary Robinson,62,78542.9,523,10972.04,36,Employed,0
951,Rebecca Kelly,19,58382.64,612,12281.13,48,Self-Employed,0
952,Sarah Thompson,47,57100.85,441,44338.96,48,Employed,1
953,Renee Wolfe,58,57143.66,301,43717.22,12,Unemployed,1
954,Alyssa Haynes,51,22617.13,736,38879.96,60,Self-Employed,0
955,Kristy Hart,61,26476.72,643,38109.24,12,Self-Employed,1
956,William Keith,21,28877.32,674,25940.88,12,Unemployed,1
957,Eric Henry Jr.,29,71853.81,368,30234.12,24,Employed,1
958,Daniel Fox,33,63170.71,789,38182.1,60,Self-Employed,0
959,Thomas Harris,65,80870.87,628,20872.03,36,Self-Employed,1
960,Mitchell Sellers,35,24356.8,681,20535.2,48,Self-Employed,0
961,Erica Johnson,48,76786.02,845,45475.3,48,Self-Employed,1
962,Sylvia Schroeder,61,95629.23,367,13475.91,48,Employed,0
963,Shannon Yu,43,91835.67,595,48121.54,12,Employed,0
964,Tom Foster,35,28961.97,451,27334.79,24,Self-Employed,0
965,Eric Taylor,36,53322.93,435,26325.72,48,Unemployed,0
966,Travis Conner,36,35124.85,322,44230.72,24,Self-Employed,1
967,Marie Thompson,44,66296.37,634,26876.68,60,Self-Employed,1
968,Melissa Mcfarland,47,44326.59,435,45422.69,36,Employed,1
969,Courtney Chapman,32,58739.45,595,39638.74,12,Employed,1
970,Eric Barker,36,56474.12,470,32838.36,24,Self-Employed,1
971,Nicholas Rush,29,97856.49,457,12256.46,12,Employed,1
972,Jenna Gamble,54,30117.88,566,21635.25,24,Self-Employed,0
973,Amanda Guzman,60,45355.5,652,11657.49,48,Self-Employed,0
974,Tracy Walker,52,44124.78,325,23205.3,48,Employed,1
975,Taylor Taylor,38,32484.26,819,19907.63,36,Unemployed,1
976,Cynthia Haas,54,73351.02,752,20240.8,12,Self-Employed,1
977,Stephen Davis,20,31153.86,419,18863.7,48,Self-Employed,0
978,Margaret Tanner,46,48591.48,634,7476.51,24,Self-Employed,0
979,Derek Wright,35,35657.25,385,29228.55,48,Self-Employed,0
980,David Rodriguez,50,51553.89,802,19299.1,60,Self-Employed,0
981,James Oconnor,60,48885.19,451,37218.37,48,Unemployed,1
982,Stacey Snyder,41,20975.26,653,20810.98,48,Self-Employed,0
983,Joshua Garcia,31,78228.27,754,38368.75,48,Unemployed,1
984,Sean Curtis,28,84453.82,734,37787.25,48,Employed,0
985,Carla Jones,27,36622.7,786,49477.21,60,Unemployed,0
986,Elizabeth Flores,55,80489.12,390,5297.85,36,Unemployed,0
987,Angela Jackson,53,56969.6,440,13966.59,48,Unemployed,1
988,Nicholas Payne,20,85823.94,609,42556.33,36,Unemployed,1
989,Anna Wheeler,32,22147.2,302,11931.08,36,Self-Employed,1
990,Karen Johnson,25,72305.04,594,23772.05,48,Self-Employed,0
991,Carmen Preston,19,29548.37,583,27187.26,12,Self-Employed,1
992,Brian Harris,55,58438.87,746,44075.57,48,Self-Employed,0
993,Michael Bowen,41,61002.07,317,43037.6,24,Self-Employed,0
994,Deborah Campbell,27,45574.49,438,21082.35,12,Unemployed,1
995,Anthony Armstrong,44,70899.77,664,7192.17,36,Self-Employed,0
996,Brittany Ward,50,35505.19,487,39411.02,60,Employed,1
997,Edward Stanley,38,86145.76,608,17215.65,36,Employed,1
998,Christina Johnson,27,21031.81,830,17663.8,48,Unemployed,1
999,Edgar Miller,28,28193.43,458,27652.23,24,Self-Employed,0
1000,Elizabeth Sanders,44,56839.31,378,10245.45,24,Employed,1
